Especial;OP;Direccion;Comuna;Condominio;Tipo edificio;Max inicio cttos (Días);Tipologia;Estac;Bod;Visitable;Arriendo Total;GC Total;Reajuste por contrato;Meses sin reajuste;% Descuento;Cant. Meses Descuento;Cant. Garantías (Meses);Cant. Garantías Mascota (Meses);Sin Garantia;Cuotas Garantía;Rentas Necesarias;Requiere Aval(es);Plan Sin Aval;Arrienda al toque;Orientacion;m2 Depto;m2 Terraza;Estatus LLave;Candado;Status Video;Comentario;Fecha Reparacion;Presupuesto;Acepta Mascotas?;Link Listing;Unidad;Estado
Arriendo Normal;PCND820;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;256000.00;63000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69615;O;31.38;0.00;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488008&codigo_referido=;820;Re-acondicionamiento
Arriendo Normal;PCND2520;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;264000.00;63000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69631;O;31.38;0.00;;0;OK;;2025-06-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488024&codigo_referido=;2520;Re-acondicionamiento
Arriendo Normal;PCND814;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;249000.00;62000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69649;P;30.82;0.00;;0;OK;;2025-06-02;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488042&codigo_referido=;814;Re-acondicionamiento
Arriendo Normal;PCND1202;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;259000.00;64000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69660;S;32.25;0.00;;0;NOK;;2025-04-28;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488053&codigo_referido=;1202;Re-acondicionamiento
Arriendo Normal;PCND1414;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;252000.00;62000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69668;P;30.82;0.00;;0;NOK;;;En cotización;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488061&codigo_referido=;1414;Re-acondicionamiento
Arriendo Normal;PCND1309;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;257000.00;65000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69682;N;32.47;0.00;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488075&codigo_referido=;1309;Re-acondicionamiento
Arriendo Normal;PCND3002;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;No;262000.00;64000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69689;S;32.25;0.00;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/1-dormitorio?unit_id=488082&codigo_referido=;3002;Re-acondicionamiento
Arriendo Normal;PCND815;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;No;299000.00;86000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69916;P;42.47;1.04;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/2-dormitorios?unit_id=488309&codigo_referido=;815;Re-acondicionamiento
Arriendo Normal;PCND3412;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;No;291000.00;74000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69927;S;37.12;0.00;;0;NOK;;2025-09-01;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/2-dormitorios?unit_id=488320&codigo_referido=;3412;Re-acondicionamiento
Arriendo Normal;PCND2016;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;No;324000.00;92000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69937;P;45.34;1.02;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/2-dormitorios?unit_id=488330&codigo_referido=;2016;Re-acondicionamiento
Arriendo Normal;PCND1517;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;Si;328000.00;96000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;69963;O;47.57;1.11;;0;NOK;;2026-08-05;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/2-dormitorios?unit_id=488356&codigo_referido=;1517;Lista para arrendar
Arriendo Normal;PCND1618;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;No;237000.00;46000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;70029;O;22.87;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/estudio?unit_id=488422&codigo_referido=;1618;Re-acondicionamiento
Arriendo Normal;PCND2001;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;No;233000.00;39000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;70037;S;19.41;0.00;;0;OK;;;En cotización;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/estudio?unit_id=488430&codigo_referido=;2001;Re-acondicionamiento
Arriendo Normal;PCND2105;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;Si;233000.00;42000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;70038;N;20.62;0.00;;0;OK;;2026-08-05;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/estudio?unit_id=488431&codigo_referido=;2105;Lista para arrendar
Arriendo Normal;PCND2516;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;No;324000.00;92000.00;12;12;50.00;2;1;0;No;3;3.00;0;0;70063;P;45.34;1.02;;0;OK;;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/plaza-central/2934/2-dormitorios?unit_id=488456&codigo_referido=;2516;Re-acondicionamiento
Arriendo Normal;ECRD208;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;310000.00;67000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;72999;NO;29.00;0.00;;0;OK;;2026-08-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495497&codigo_referido=;208;Lista para arrendar
Arriendo Normal;ECRD222;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;315000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73013;S;29.00;2.00;;0;NOK;;2026-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495511&codigo_referido=;222;Lista para arrendar
Arriendo Normal;ECRD226;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;315000.00;88000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73016;NO;29.00;18.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495518&codigo_referido=;226;Lista para arrendar
Arriendo Normal;ECRD323;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;319000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73040;S;29.00;2.00;;0;OK;;2026-08-20;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495542&codigo_referido=;323;Lista para arrendar
Arriendo Normal;ECRD403;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;Si;261000.00;59000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73047;S;20.00;0.00;;0;NOK;;2026-02-25;Ejecutado;Si;;403;Lista para arrendar
Arriendo Normal;ECRD605;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;No;322000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73103;S;29.00;2.00;;0;OK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495617&codigo_referido=;605;Re-acondicionamiento
Arriendo Normal;ECRD703;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;Si;264000.00;59000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73128;S;20.00;0.00;;0;OK;;2026-06-16;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/estudio?unit_id=495646&codigo_referido=;703;Lista para arrendar
Arriendo Normal;ECRD714;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;No;267000.00;58000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73139;O;19.00;1.00;;0;OK;;2026-08-29;Trabajando;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/estudio?unit_id=495657&codigo_referido=;714;Re-acondicionamiento
Arriendo Normal;ECRD912;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;Si;266000.00;58000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73189;O;19.00;1.00;;0;NOK;;2026-07-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/estudio?unit_id=495715&codigo_referido=;912;Lista para arrendar
Arriendo Normal;ECRD920;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;334000.00;94000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73197;S;38.00;5.00;;0;NOK;;2026-08-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495723&codigo_referido=;920;Lista para arrendar
Arriendo Normal;ECRD1011;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;2D2B;;;Si;439000.00;100000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73208;O;50.00;2.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/2-dormitorios?unit_id=495734&codigo_referido=;1011;Lista para arrendar
Arriendo Normal;ECRD1016;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;327000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73213;O;29.00;2.00;;0;OK;;1969-12-31;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495739&codigo_referido=;1016;Lista para arrendar
Arriendo Normal;ECRD1104;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;Si;328000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73221;S;29.00;2.00;;0;OK;;2026-07-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495747&codigo_referido=;1104;Lista para arrendar
Arriendo Normal;ECRD1106;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;No;272000.00;59000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73223;P;20.00;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/estudio?unit_id=495749&codigo_referido=;1106;Re-acondicionamiento
Arriendo Normal;ECRD1114;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;No;327000.00;70000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73231;O;29.00;2.00;;0;OK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/1-dormitorio?unit_id=495757&codigo_referido=;1114;Re-acondicionamiento
Arriendo Normal;ECRD1118;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;Estudio;;;Si;272000.00;58000.00;3;6;50.00;1;1;0.5;No;3;3.00;0;0;73235;O;19.00;1.00;;0;NOK;;2026-07-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/home-inclusive-ecuador/3064/estudio?unit_id=495761&codigo_referido=;1118;Lista para arrendar
Arriendo Normal;ABRD308;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;1D1B;;;Si;282000.00;77000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76234;SP;33.00;8.00;;0;NOK;;2026-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/1-dormitorio?unit_id=499347&codigo_referido=;308;Lista para arrendar
Arriendo Normal;ABRD612;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B (3C);;;Si;391000.00;101000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76292;NO;47.00;6.00;;0;NOK;;2026-06-25;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499405&codigo_referido=;612;Lista para arrendar
Arriendo Normal;ABRD903;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;Estudio;;;No;261000.00;59000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76337;O;22.00;12.00;;0;NOK;;2026-08-27;Trabajando;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/estudio?unit_id=499450&codigo_referido=;903;Re-acondicionamiento
Arriendo Normal;ABRD1005;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D1B (3C);;;Si;349000.00;96000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76357;SP;42.00;10.00;;0;OK;;2026-04-16;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499470&codigo_referido=;1005;Lista para arrendar
Arriendo Normal;ABRD1101;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B;;;Si;363000.00;106000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76369;NO;49.00;6.00;;0;OK;;2026-04-21;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499482&codigo_referido=;1101;Lista para arrendar
Arriendo Normal;ABRD1104;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B;;;Si;367000.00;114000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76372;SP;51.00;10.00;;0;NOK;;2026-07-20;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499485&codigo_referido=;1104;Lista para arrendar
Arriendo Normal;ABRD1205;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D1B (3C);;;Si;352000.00;96000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76389;SP;42.00;10.00;;0;NOK;;2026-07-30;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499502&codigo_referido=;1205;Lista para arrendar
Arriendo Normal;ABRD1214;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;Estudio;;;Si;256000.00;51000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76398;NP;24.00;0.00;;0;NOK;;2026-07-15;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/estudio?unit_id=499511&codigo_referido=;1214;Lista para arrendar
Arriendo Normal;ABRD1403;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;Estudio;;;Si;259000.00;46000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76418;O;22.00;0.00;;0;OK;;2026-08-15;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/estudio?unit_id=499531&codigo_referido=;1403;Lista para arrendar
Arriendo Normal;ABRD1404;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B;;;Si;367000.00;114000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76419;SP;51.00;10.00;;0;NOK;;2026-06-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499532&codigo_referido=;1404;Lista para arrendar
Arriendo Normal;ABRD1405;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D1B (3C);;;Si;352000.00;96000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76420;SP;42.00;10.00;;0;NOK;;2026-07-03;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499533&codigo_referido=;1405;Lista para arrendar
Arriendo Normal;ABRD1410;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B;;;Si;361000.00;109000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76425;SP;50.00;7.00;;0;OK;;2026-03-18;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499538&codigo_referido=;1410;Lista para arrendar
Arriendo Normal;ABRD1606;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;1D1B;;;No;288000.00;75000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76451;SP;32.00;8.00;;0;NOK;;2026-08-26;Trabajando;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/1-dormitorio?unit_id=499564&codigo_referido=;1606;Re-acondicionamiento
Arriendo Normal;ABRD1610;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;2D2B;;;Si;364000.00;109000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76455;SP;50.00;7.00;;0;NOK;;2026-08-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/2-dormitorios?unit_id=499568&codigo_referido=;1610;Lista para arrendar
Arriendo Normal;ABRD1802;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;Estudio;;;Si;268000.00;57000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76477;NO;22.00;10.00;;0;NOK;;2026-07-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/estudio?unit_id=499590&codigo_referido=;1802;Lista para arrendar
Arriendo Normal;ABRD2003;Hermanos Arellano 160;Estación Central;Edificio Cinco de Abril;1;30;1D1B;;;Si;287000.00;76000.00;6;12;50.00;1;1;0;No;3;3.00;0;0;76494;SP;33.00;7.00;;0;NOK;;2026-06-26;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/edificio-cinco-de-abril/3129/1-dormitorio?unit_id=499607&codigo_referido=;2003;Lista para arrendar
Arriendo Normal;PLAD610;Placilla 0124;Estación Central;Placilla;1;30;2D2B;;;Si;389000.00;92000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124561;N;43.73;3.28;;0;NOK;;2026-08-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/2-dormitorios?unit_id=526235&codigo_referido=;610;Lista para arrendar
Arriendo Normal;PLAD711;Placilla 0124;Estación Central;Placilla;1;30;Estudio;;;No;260000.00;54000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124573;N;21.01;3.73;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/estudio?unit_id=526247&codigo_referido=;711;Re-acondicionamiento
Arriendo Normal;PLAD1010;Placilla 0124;Estación Central;Placilla;1;30;2D2B;;;Si;390000.00;92000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124605;N;43.73;3.28;;0;NOK;;2026-07-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/2-dormitorios?unit_id=526279&codigo_referido=;1010;Lista para arrendar
Arriendo Normal;PLAD1502;Placilla 0124;Estación Central;Placilla;1;30;2D1B;;;Si;365000.00;81000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124652;O;41.00;3.28;;0;NOK;;2026-08-21;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/2-dormitorios?unit_id=526326&codigo_referido=;1502;Lista para arrendar
Arriendo Normal;PLAD2301;Placilla 0124;Estación Central;Placilla;1;30;1D1B;;;Si;299000.00;69000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124738;P;30.87;3.33;;0;NOK;;2026-08-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/1-dormitorio?unit_id=526413&codigo_referido=;2301;Lista para arrendar
Arriendo Normal;PLAD2410;Placilla 0124;Estación Central;Placilla;1;30;2D2B;;;No;389000.00;92000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124758;N;43.73;3.28;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/2-dormitorios?unit_id=526433&codigo_referido=;2410;Re-acondicionamiento
Arriendo Normal;PLAD2411;Placilla 0124;Estación Central;Placilla;1;30;Estudio;;;Si;255000.00;54000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124759;N;21.01;3.73;;0;OK;;2026-06-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/estudio?unit_id=526434&codigo_referido=;2411;Lista para arrendar
Arriendo Especial;PLAD2511;Placilla 0124;Estación Central;Placilla;1;30;Estudio;;;Si;243000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;0;124770;N;21.01;3.73;;0;OK;;2026-05-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/estudio?unit_id=526445&codigo_referido=;2511;Lista para arrendar
Arriendo Normal;PLAD2703;Placilla 0124;Estación Central;Placilla;1;30;2D1B;;;Si;354000.00;79000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124784;O;40.21;3.28;;0;NOK;;2026-07-15;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/2-dormitorios?unit_id=526459&codigo_referido=;2703;Lista para arrendar
Arriendo Normal;PLAD2709;Placilla 0124;Estación Central;Placilla;1;30;Estudio;;;Si;247000.00;56000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124790;N;21.66;4.07;;0;NOK;;2026-07-10;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/estudio?unit_id=526465&codigo_referido=;2709;Lista para arrendar
Arriendo Normal;PLAD2811;Placilla 0124;Estación Central;Placilla;1;30;Estudio;;;Si;259000.00;54000.00;3;12;50.00;1;1;0;No;3;3.00;0;0;124803;N;21.01;3.73;;0;NOK;;2026-08-18;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/placilla/3667/estudio?unit_id=526478&codigo_referido=;2811;Lista para arrendar
Arriendo Normal;ALMD311;La Rinconada 291;Huechuraba;Los Almendros Torre A ;1;30;2D2B (4C);;;Si;765000.00;147000.00;3;0;0.00;0;1;1;No;1;3.00;1;0;48713;SP;69.00;13.00;Ofic. Santa Lucía;530;OK;;2026-07-08;Ejecutado;Si;;311-A;Lista para arrendar
Arriendo Normal;ALMD606;La Rinconada 291;Huechuraba;Los Almendros Torre A ;1;30;2D2B (3C);;;Si;767000.00;145000.00;3;0;0.00;0;1;1;No;1;3.00;1;0;48696;NO;68.00;14.00;Contratista;0;OK;;2026-08-25;Ejecutado;Si;;606-A;Lista para arrendar
Arriendo Normal;ALHD806;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;3D2B;;;No;504000.00;164000.00;3;0;0.00;0;1;1;No;3;2.50;1;0;8903;NO;61.49;6.93;;0;NOK;2. Tercerizar (MC Servicios SPA);2023-04-25;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/3-dormitorios?unit_id=218018&codigo_referido=;806;Re-acondicionamiento
Arriendo Normal;ALHD1001;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;2D2B (4C);;;Si;469000.00;121000.00;3;0;50.00;1;1;1;No;3;3.00;1;0;8912;SO;53.31;3.12;Edificio Multifamily;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/2-dormitorios?unit_id=218027&codigo_referido=;1001;Lista para arrendar
Arriendo Normal;ALHD1202;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;3D2B;;;Si;495000.00;167000.00;3;6;25.00;1;1;1;No;3;3.00;1;0;8927;SP;64.25;4.27;;0;NOK;En ejecución;2023-04-19;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/3-dormitorios?unit_id=218042&codigo_referido=;1202;Lista para arrendar
Arriendo Normal;ALHD1606;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;3D2B;;;No;495000.00;164000.00;3;0;50.00;1;1;1;No;3;3.00;1;0;8959;NO;61.49;6.93;;0;OK;Check out realizado el 07-03-2024;1995-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/3-dormitorios?unit_id=218074&codigo_referido=;1606;Re-acondicionamiento
Arriendo Normal;ALHD1707;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;2D2B (3C);;;No;402000.00;105000.00;3;0;0.00;0;1;1;No;3;2.50;1;0;8967;O;45.30;3.96;;0;NOK;;2020-10-29;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/2-dormitorios?unit_id=218082&codigo_referido=;1707;Re-acondicionamiento
Arriendo Normal;ALHD1901;Hipódromo Chile 1631;Independencia;Alma Hipodromo;1;30;2D2B (4C);;;Si;469000.00;121000.00;3;0;50.00;1;1;1;No;3;3.00;1;0;8975;SO;53.31;3.12;Edificio Multifamily;0;NOK;SC 20-11;1996-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/alma-hipodromo/642/2-dormitorios?unit_id=218090&codigo_referido=;1901;Lista para arrendar
Arriendo Normal;CGAD401;Gamero 1363;Independencia;Mirador Gamero;1;30;3D2B;;;No;586000.00;140000.00;3;6;0.00;0;1;0;No;3;3.00;0;0;49442;NO;63.45;2.06;;0;OK;;2023-08-02;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/mirador-gamero/1747/3-dormitorios?unit_id=455176&codigo_referido=;401;Re-acondicionamiento
Arriendo Normal;CGAD404;Gamero 1363;Independencia;Mirador Gamero;1;30;1D1B+T;;;No;338000.00;84000.00;3;6;50.00;1;1;0;No;3;3.00;0;0;49352;O;29.91;2.85;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/independencia/mirador-gamero/1747/1-dormitorio?unit_id=455179&codigo_referido=;404;Re-acondicionamiento
