Especial;OP;Direccion;Comuna;Condominio;Tipo edificio;Max inicio cttos (Días);Tipologia;Estac;Bod;Visitable;Arriendo Total;GC Total;Reajuste por contrato;Meses sin reajuste;% Descuento;Cant. Meses Descuento;Cant. Garantías (Meses);Cant. Garantías Mascota (Meses);Sin Garantia;Cuotas Garantía;Rentas Necesarias;Requiere Aval(es);Plan Sin Aval;Arrienda al toque;Orientacion;m2 Depto;m2 Terraza;Estatus LLave;Candado;Status Video;Comentario;Fecha Reparacion;Presupuesto;Acepta Mascotas?;Link Listing;Unidad;Estado
;79941;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;335000.00;35000.00;12;0;0.00;0;1;0;Si;3;3.00;1;0;127009;SO;35.00;5.00;;2226;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529742?codigo_referido=;1301;Lista para arrendar
Arriendo Especial;80041;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;250000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127086;SP;20.00;0.00;Ofic. Santa Lucía;503;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529851?codigo_referido=;221;Lista para arrendar
Arriendo Especial;80044;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;270000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127089;SP;21.00;2.40;Ofic. Santa Lucía;555;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529854?codigo_referido=;321;Lista para arrendar
Arriendo Especial;80047;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;270000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127092;SP;21.00;0.00;;622;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529857?codigo_referido=;611;Lista para arrendar
Arriendo Especial;80048;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127093;SP;20.00;1.00;;120;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529858?codigo_referido=;613;Lista para arrendar
Arriendo Especial;80049;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127094;SP;21.00;2.40;Ofic. Santa Lucía;103;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529859?codigo_referido=;616;Lista para arrendar
Arriendo Especial;80050;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127095;SP;21.00;2.40;;584;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529860?codigo_referido=;713;Lista para arrendar
Arriendo Especial;80051;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127096;SP;21.00;2.00;;1844;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529861?codigo_referido=;717;Lista para arrendar
Arriendo Especial;80052;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;6;12;50.00;1;1;0;No;3;3.00;1;0;127097;SP;21.00;2.00;;519;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529862?codigo_referido=;814;Lista para arrendar
Arriendo Especial;80056;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;255000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127101;SP;22.00;2.00;;2472;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529866?codigo_referido=;913;Lista para arrendar
Arriendo Especial;80058;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127103;SP;22.00;2.00;;1644;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529868?codigo_referido=;1014;Lista para arrendar
Arriendo Especial;80060;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127105;SP;22.00;2.40;;2907;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529870?codigo_referido=;1111;Lista para arrendar
Arriendo Especial;80062;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127107;SP;22.00;2.00;;2854;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529872?codigo_referido=;1113;Lista para arrendar
Arriendo Especial;80063;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127108;SP;22.00;2.40;;2884;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529873?codigo_referido=;1115;Lista para arrendar
Arriendo Especial;80066;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127111;SP;22.00;2.00;;2766;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529876?codigo_referido=;1212;Lista para arrendar
Arriendo Especial;80068;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127113;SP;24.50;0.00;;1534;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529878?codigo_referido=;1215;Lista para arrendar
Arriendo Especial;80069;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;127114;SP;22.00;2.00;;2809;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/529879?codigo_referido=;1311;Lista para arrendar
Arriendo Especial;82037;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;265000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130421;SP;22.00;0.00;;2587;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533216?codigo_referido=;1015;Lista para arrendar
Arriendo Normal;82229;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;2D2B;10;10;Si;480000.00;65000.00;12;0;50.00;2;1;0;No;3;3.00;1;0;130637;NO;60.00;5.00;;1518;OK;SVL;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533521?codigo_referido=;1905;Lista para arrendar
Arriendo Especial;82347;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;270000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130777;P;22.00;2.00;;2225;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533728?codigo_referido=;716;Lista para arrendar
Arriendo Especial;82348;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;300000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130778;P;22.00;2.00;;2567;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533731?codigo_referido=;220;Lista para arrendar
Arriendo Especial;82389;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;310000.00;35000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130830;N;34.30;2.90;;1226;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533810?codigo_referido=;1402;Lista para arrendar
Arriendo Normal;82483;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;255000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130922;SP;23.98;2.40;;384;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533907?codigo_referido=;420;Lista para arrendar
Arriendo Normal;82484;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;255000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130923;P;22.00;0.00;;1312;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533908?codigo_referido=;916;Lista para arrendar
Arriendo Especial;82486;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;37;B37;Si;300000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130926;SP;0.00;0.00;;2612;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/533912?codigo_referido=;421;Lista para arrendar
Arriendo Especial;82692;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;240000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131160;NO;21.00;0.00;;2629;OK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534190?codigo_referido=;815;Lista para arrendar
Arriendo Normal;82698;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;300000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131173;N;27.00;2.00;;1677;OK;SVL;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534207?codigo_referido=;218;Lista para arrendar
Arriendo Especial;82704;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;310000.00;35000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131205;SO;34.30;2.90;;1702;OK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534242?codigo_referido=;901;Lista para arrendar
Arriendo Especial;82705;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;310000.00;35000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131206;SO;34.30;2.90;;1202;OK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534243?codigo_referido=;1002;Lista para arrendar
Arriendo Especial;82713;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;360000.00;40000.00;12;0;0.00;0;1;0;No;3;3.00;1;0;131214;O;0.00;0.00;;2770;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534252?codigo_referido=;907;Lista para arrendar
Arriendo Especial;82893;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;320000.00;35000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131462;NO;31.00;2.00;Ofic. Santa Lucía;2092;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534563?codigo_referido=;909;Lista para arrendar
Arriendo Especial;82894;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;320000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131463;NO;31.00;2.00;Ofic. Santa Lucía;1588;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534564?codigo_referido=;1206;Lista para arrendar
Arriendo Especial;82924;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;240000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131509;P;21.00;0.00;;1305;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534619?codigo_referido=;813;Lista para arrendar
Arriendo Especial;83072;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;275000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131880;SP;0.00;0.00;;2878;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534875?codigo_referido=;217;Lista para arrendar
Arriendo Normal;83075;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;;Si;270000.00;30000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;131885;P;22.00;2.00;;2452;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534880?codigo_referido=;418;Lista para arrendar
Arriendo Normal;83078;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;2D1B;21;;Si;450000.00;45000.00;12;0;0.00;0;1;0;No;3;3.00;1;0;131888;NO;46.00;3.00;;1469;NOK;FM;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534886?codigo_referido=;412;Lista para arrendar
Arriendo Normal;83085;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;Estudio;;225;Si;320000.00;35000.00;12;0;0.00;0;1;0;No;3;3.00;1;0;131895;S;0.00;0.00;;2549;OK;;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/534898?codigo_referido=;1515;Lista para arrendar
Arriendo Normal;83132;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;218;Si;0.00;35000.00;12;0;0.00;0;1;0;No;3;3.00;1;0;131966;S;0.00;0.00;;27;OK;;;;No;;701;Lista para arrendar
Arriendo Normal;83133;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;214;Si;0.00;35000.00;12;0;0.00;0;1;0;No;3;3.00;1;0;131967;S;0.00;0.00;;545;OK;;;;No;;703;Lista para arrendar
Arriendo Normal;83226;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;;;Si;350000.00;40000.00;12;0;50.00;1;1;0;No;3;3.00;1;0;132071;NO;0.00;0.00;;2521;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/535151?codigo_referido=;213;Lista para arrendar
Arriendo Normal;83245;Av. Buzeta 4502;Cerrillos;Pionera Buzeta;0;30;1D1B;19;19;Si;380000.00;40000.00;12;0;0.00;0;1;0;No;1;3.00;1;0;132110;N;33.60;2.80;;2793;NOK;ABRISOR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/pionera-buzeta/3848/retail/535202?codigo_referido=;1104;Lista para arrendar
Arriendo Especial;81274;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;260000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128552;O;24.34;4.14;Ofic. Santa Lucía;1472;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531369?codigo_referido=;205;Lista para arrendar
Arriendo Especial;81301;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;260000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128571;O;24.20;4.89;Ofic. Santa Lucía;1968;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531400?codigo_referido=;206;Lista para arrendar
Arriendo Especial;81303;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D2B;;;Si;420000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128573;P;48.90;9.10;Ofic. Santa Lucía;669;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531402?codigo_referido=;308;Lista para arrendar
Arriendo Especial;81305;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D2B;;;No;440000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128575;P;48.90;9.10;;261;OK;VR;;;No;;408;Esperando check-in
Arriendo Especial;81308;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;265000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128578;O;25.94;4.22;Ofic. Santa Lucía;1415;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531407?codigo_referido=;705;Lista para arrendar
Arriendo Especial;81309;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;265000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128579;P;25.94;4.22;Ofic. Santa Lucía;1434;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531408?codigo_referido=;706;Lista para arrendar
Arriendo Especial;81311;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D1B;35;;Si;430000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128581;O;41.50;9.31;;2680;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531410?codigo_referido=;803;Lista para arrendar
Arriendo Especial;81313;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D1B;34;;Si;430000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128583;O;41.50;7.00;;2560;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531414?codigo_referido=;903;Lista para arrendar
Arriendo Especial;81315;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;295000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128585;P;30.67;6.51;Ofic. Santa Lucía;1711;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531419?codigo_referido=;1107;Lista para arrendar
Arriendo Especial;81316;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;310000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128586;O;30.67;6.51;Edificio Retail;1064;NOK;VR};;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531420?codigo_referido=;1204;Lista para arrendar
Arriendo Especial;81317;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;310000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128587;P;30.67;6.51;Edificio Retail;1869;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531421?codigo_referido=;1207;Lista para arrendar
Arriendo Especial;81318;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;270000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128588;NO;25.92;4.57;Ofic. Santa Lucía;593;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531422?codigo_referido=;1213;Lista para arrendar
Arriendo Especial;81319;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D1B;;;Si;370000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128589;O;41.50;9.31;;2108;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531423?codigo_referido=;1303;Lista para arrendar
Arriendo Especial;81320;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;275000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128590;O;25.94;4.22;Edificio Retail;1722;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531424?codigo_referido=;1305;Lista para arrendar
Arriendo Especial;81321;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D2B;62;;Si;495000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128591;P;45.79;7.00;;2097;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531425?codigo_referido=;1308;Lista para arrendar
Arriendo Especial;81322;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;310000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128592;P;29.30;4.25;Edificio Retail;1948;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531427?codigo_referido=;1309;Lista para arrendar
Arriendo Especial;81323;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;310000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128593;P;29.27;4.25;Edificio Retail;1191;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531428?codigo_referido=;1310;Lista para arrendar
Arriendo Especial;81324;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D1B;;;Si;380000.00;0.00;6;12;50.00;1;1;0;No;3;3.00;1;0;128594;NO;43.09;8.44;Edificio Retail;1207;NOK;VR;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/531429?codigo_referido=;1312;Lista para arrendar
Arriendo Normal;81943;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;305000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130222;P;29.30;4.25;;328;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/533062?codigo_referido=;213;Lista para arrendar
Arriendo Normal;81945;San Andrés 4236;Cerrillos;San Andrés Park;0;30;Estudio;;;Si;270000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130224;P;24.34;4.14;;604;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/533064?codigo_referido=;310;Lista para arrendar
Arriendo Normal;81947;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;;Si;305000.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;130226;P;29.27;4.25;;1431;OK;VR;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/533066?codigo_referido=;710;Lista para arrendar
Arriendo Normal;82008;San Andrés 4236;Cerrillos;San Andrés Park;0;30;2D1B;;12;Si;360000.00;0.00;12;0;50.00;2;1;0;No;3;3.00;1;0;130333;O;42.00;9.00;;2424;OK;SVL;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/533168?codigo_referido=;503;Lista para arrendar
Arriendo Normal;82017;San Andrés 4236;Cerrillos;San Andrés Park;0;30;1D1B;;6;Si;330000.00;0.00;6;0;50.00;1;1;0;No;3;3.00;1;0;130343;O;28.00;5.00;;2283;OK;SVL;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/san-andres-park/3925/retail/533180?codigo_referido=;404;Lista para arrendar
Arriendo Normal;76541;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128361;P;30.93;2.98;Otro;0;OK;ESBT DR. YAZIGI llaves en candado OP 76569;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525557?codigo_referido=;1403-P;Lista para arrendar
Arriendo Normal;76547;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;2D2B;227;;No;416130.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128315;N;47.69;8.11;Ofic. Santa Lucía;0;OK;ESBT DR. YAZIGI llaves en candado OP 76569;;;Si;;1413-P;Esperando check-in
Arriendo Normal;76550;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128240;P;28.00;2.98;Otro;0;OK;ESBT DR. YAZIGI llaves en candado OP 76569;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525566?codigo_referido=;1502-P;Lista para arrendar
Arriendo Especial;76560;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128214;P;27.00;2.32;Edificio Retail;1777;NOK;ESBT DR. YAZIGI;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525576?codigo_referido=;201-P;Lista para arrendar
Arriendo Normal;76561;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128244;P;30.93;2.98;Otro;0;NOK;ESBT DR.YAZIGI;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525577?codigo_referido=;202-P;Lista para arrendar
Arriendo Normal;76569;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128247;P;27.00;2.98;Inspector;2056;NOK;ESBT DR. YAZIGI llaves en candado OP 76569;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525585?codigo_referido=;303-P;Lista para arrendar
Arriendo Normal;76571;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128246;P;27.00;2.32;Inspector;0;NOK;ESBT DR. YAZIGI llaves en candado OP 76569;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525587?codigo_referido=;305-P;Lista para arrendar
Arriendo Normal;76576;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;2D2B;155;68;Si;425830.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128270;N;47.69;8.11;;0;NOK;ESBT DR. YAZIGI;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525592?codigo_referido=;313-P;Lista para arrendar
Arriendo Normal;76578;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128215;P;27.00;2.98;Edificio Retail;0;OK;ESBT DR. YAZIGI;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525594?codigo_referido=;402-P;Lista para arrendar
Arriendo Normal;76579;Av. Independencia 4253;Conchalí;Conjunto Dr. Yazigi;0;30;Estudio;;;Si;270630.00;0.00;12;0;50.00;1;1;0;No;3;3.00;1;0;128216;P;27.00;2.98;Edificio Retail;0;OK;ESBT DR. YAZIGI;;;Si;https://www.assetplan.cl/arriendo/departamento/conchali/conjunto-dr-yazigi/3665/retail/525595?codigo_referido=;404-P;Lista para arrendar
